""	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"B1"	"B10"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"C1"	"C2"	"C3"	"C4"	"C5"	"D1"	"D2"	"D3"	"D4"	"D5"	"E1"	"E2"	"E3"	"E4"	"E5"	"F1"	"F2"	"F3"	"F4"	"F5"	"G1"	"G2"	"G3"	"G4"	"G5"
"A0A060HEX9"	27170000	27095000	26603000	25827000	23497000	29711000	28472000	26132000	24069000	27212000	36861000	37549000	22397000	21758000	41787000	33165000	33787000	28586000	32391000	33231000	34408000	27760000	22601000	31798000	27165000	33786000	27514000	29208000	28871000	28073000	30594000	29444000	26988000	32816000	27989000	34265000	34365000	31650000	35977000	31167000	29392000	31166000	32687000	26481000
"A0A060HEY4"	115250000	118690000	118730000	104970000	102020000	100140000	93773000	91542000	105770000	42645000	114790000	62315000	47623000	46645000	58335000	86261000	121130000	95705000	104510000	101570000	89042000	97560000	105790000	94260000	99933000	101410000	98834000	105930000	87594000	145330000	83832000	72677000	73546000	118470000	87172000	88034000	103050000	86476000	90230000	102380000	90449000	79925000	87349000	87668000
"A0A060HEY8"	30713000	0	0	26257000	0	0	0	0	18749000	0	0	0	0	0	0	0	0	0	0	29534000	29273000	33950000	28901000	44976000	0	30493000	0	26756000	27255000	0	0	0	0	0	8189200	16439000	12642000	11251000	0	0	9333300	0	0	22415000
"A0A060HEY9"	26755000	23569000	20968000	18882000	18931000	16938000	25654000	27237000	27493000	0	31699000	36902000	0	0	27763000	25851000	32811000	27702000	32565000	27651000	25178000	23512000	23576000	25745000	24303000	31429000	23788000	24247000	23249000	35960000	39052000	34661000	35076000	35165000	38267000	31348000	33127000	31594000	38222000	32001000	28446000	20228000	28059000	28692000
"A0A060HEZ5"	354200000	242430000	144530000	203730000	301730000	201620000	238170000	263450000	261440000	115970000	193730000	165030000	162100000	154270000	132110000	221800000	172720000	179060000	146500000	216340000	196010000	276010000	278990000	195290000	231700000	209360000	233540000	253060000	241560000	230850000	122270000	140190000	124520000	112680000	282490000	250160000	206190000	192070000	124890000	281560000	232360000	232440000	249550000	257740000
"A0A060HEZ9"	279090000	258230000	286090000	263600000	252230000	228880000	240840000	259050000	298920000	140780000	266840000	225650000	162290000	177360000	193210000	215630000	319430000	217970000	259970000	310170000	274860000	286320000	258680000	332540000	285270000	346820000	258470000	285040000	291330000	289620000	311700000	231240000	278550000	312410000	308650000	312520000	357260000	325950000	344390000	336120000	312970000	298940000	371440000	358910000
"A0A060HF06"	5302700	0	0	5118200	5104000	6853000	5522800	5761000	0	0	0	0	0	0	0	0	0	0	0	0	0	3691700	5117400	0	6425000	0	0	0	4580200	0	0	0	0	0	0	0	4880800	0	0	0	0	5049300	5550900	0
"A0A060HF07"	7621800	7215800	15497000	10311000	9242400	0	8999900	8532800	7616400	0	10742000	15358000	0	0	10508000	7694000	13837000	9330800	8673400	0	9595300	7615300	7139900	7917400	8425100	11392000	7462500	10079000	10701000	12178000	10526000	9746800	10202000	9658300	9146800	13086000	13885000	9274600	15499000	9754400	6083700	5934300	12678000	10411000
"A0A060HF10"	0	9046200	15131000	9566300	0	0	12956000	18173000	13440000	0	11793000	14576000	14776000	17201000	10072000	0	0	12398000	0	0	0	10682000	14874000	0	10132000	0	12074000	13416000	9506700	10553000	11380000	9118100	10232000	12622000	14147000	0	8941500	0	0	0	10964000	12686000	12645000	8996700
"A0A060HF15"	87817000	82782000	79008000	80961000	80128000	80092000	73285000	67283000	75895000	89807000	68747000	90686000	85743000	80641000	99115000	70797000	69402000	82156000	79678000	73989000	74448000	68427000	87817000	76912000	72303000	81198000	78543000	69568000	78021000	89748000	83530000	91630000	77710000	88119000	79618000	73129000	75928000	71816000	91911000	74153000	89784000	77208000	84007000	76192000
"A0A060HF22"	20345000	21871000	23300000	20355000	17910000	21087000	23824000	16906000	22069000	15736000	15357000	7452700	15889000	11434000	21124000	20569000	22018000	20275000	19608000	20383000	24780000	18575000	17950000	16835000	21285000	18810000	19581000	19321000	17130000	16699000	19812000	23413000	18588000	25152000	15792000	17922000	19103000	22515000	28775000	22267000	22983000	24242000	24052000	24112000
"A0A060HF26"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4532700	0	0	0	0	0	0	8938500	6336200	16501000	11947000	9870400	0	0	3155800	2650000	11023000	0	11690000	3500500	0	11749000
"A0A060HF29"	57821000	65967000	66223000	54650000	54515000	61021000	54105000	47920000	62408000	28340000	52738000	66687000	52338000	57879000	61388000	59282000	72437000	57982000	50921000	51781000	53188000	49909000	62578000	58859000	49647000	61414000	47984000	52992000	44505000	58844000	51675000	60994000	56172000	57983000	64594000	62597000	57389000	74938000	77007000	61343000	57699000	56889000	55816000	62309000
"A0A060HF44"	0	20765000	0	18355000	0	8532700	0	19112000	0	177500000	0	28388000	74469000	97671000	12037000	20954000	0	0	0	0	0	0	0	0	0	0	0	0	0	11904000	0	8483000	0	0	15806000	0	0	14641000	0	11877000	17025000	0	0	9043600
"A0A060HF56"	3495700	2806200	0	0	0	2859700	0	0	0	0	0	0	0	0	0	0	0	0	0	3495700	3139200	0	4002900	0	0	0	3363700	2959600	3082500	0	0	3844600	0	0	4708300	0	0	4770400	0	0	4192300	4624700	3381100	0
"A0A060HF58"	81575000	76896000	73295000	88464000	104330000	74779000	74325000	91397000	63761000	113670000	86458000	68879000	79610000	85659000	81503000	80190000	68263000	67131000	68346000	79038000	62180000	66764000	63411000	74618000	77647000	62788000	71356000	76886000	65665000	87049000	82308000	75124000	75096000	82765000	72667000	70007000	76881000	55357000	55396000	69997000	58304000	55213000	54715000	57775000
"A0A060HF62"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4543500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HF64"	13894000	13893000	13510000	13975000	11358000	11224000	12373000	11231000	13307000	34984000	14473000	25118000	22303000	32972000	29582000	17626000	14691000	15706000	16036000	12166000	16244000	16925000	13599000	12403000	19292000	14495000	12560000	20425000	14539000	17293000	26295000	19800000	14506000	11754000	15322000	8721200	12433000	12454000	10990000	12540000	10960000	7398900	9642400	11563000
"A0A060HF76"	7800300	0	0	7621100	0	10813000	0	0	8302300	0	0	0	0	0	0	0	0	0	0	6825200	0	0	8482100	8731900	0	0	11195000	0	0	0	0	0	0	0	0	6268700	0	0	0	0	9987000	9929600	16738000	10543000
"A0A060HF82"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4852600	0	0	0	0	0	0	0	0	0	0
"A0A060HF83"	0	0	0	0	0	0	0	0	0	0	0	0	0	77826000	0	0	0	0	0	0	0	0	0	0	0	0	0	19098000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A060HF91"	108900000	116560000	94611000	90601000	116610000	111580000	96005000	96739000	106510000	0	87265000	38632000	4133400	5989400	13398000	66276000	79865000	76711000	76755000	113920000	104010000	102370000	104600000	119650000	110230000	93895000	91354000	110560000	99087000	88810000	81730000	68844000	84635000	122290000	80961000	70628000	75072000	69570000	75747000	111020000	104880000	101260000	97372000	95897000
"A0A060HFB3"	111690000	106260000	89139000	101630000	104770000	100030000	101620000	100370000	88254000	122870000	116770000	181820000	125720000	118250000	123340000	118470000	95129000	104410000	109220000	102110000	98839000	88367000	98043000	101890000	114740000	90956000	91827000	100140000	93819000	105730000	129340000	123870000	134450000	1.12e+08	99051000	90816000	96263000	96519000	89480000	102190000	91344000	90929000	84709000	88843000
"A0A060HFC6"	41170000	26184000	31143000	36906000	35474000	28687000	32757000	34081000	32618000	0	26333000	0	8297600	0	9280100	14246000	21659000	21526000	18928000	36320000	21461000	36729000	32072000	38912000	27705000	36353000	34423000	42970000	40897000	31519000	21833000	20132000	32127000	29678000	37673000	49829000	43020000	30303000	26337000	33890000	26920000	35313000	43625000	34220000
"A0A060HFD4"	10346000	13952000	14160000	10109000	10720000	12495000	10133000	11337000	10817000	0	8372200	0	11429000	16158000	10607000	9322600	10278000	9006800	8101700	10544000	10045000	10318000	11031000	9854500	10429000	8813700	9321700	12870000	9189400	9274800	10135000	12847000	0	7425700	6186600	0	6307100	6578500	0	11057000	13083000	9062600	8786000	12090000
"A0A060HFD6"	293760000	291190000	262850000	255700000	272590000	245540000	193650000	239430000	257670000	143030000	238910000	244610000	181170000	194300000	203240000	213120000	212070000	250310000	236640000	245050000	221140000	264630000	284960000	300270000	274180000	256770000	214850000	236770000	293890000	266850000	291630000	258550000	295960000	293090000	264580000	250230000	223960000	257950000	233910000	268980000	264040000	248240000	246790000	252260000
"A0A060HFE0"	50724000	30099000	26504000	40664000	38638000	39556000	55508000	52963000	52584000	0	9528700	15858000	0	0	6353600	0	33333000	8844800	11569000	41016000	33952000	39545000	49930000	41157000	40917000	45028000	67741000	49504000	49334000	20592000	4272700	0	4174800	17541000	35008000	34191000	44793000	30284000	43254000	53247000	47314000	50445000	65752000	54003000
"A0A060HFE5"	0	5240800	0	0	0	0	4932200	0	0	0	0	0	0	0	0	0	0	0	0	0	4134600	0	0	4533100	0	4808000	4859300	0	3784900	0	0	0	0	0	0	0	0	0	0	0	5223700	0	0	0
"A0A060HFE9"	2629900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2833600	0	0	0	0	0	0	0	0	0	2018200	0	0	2293800	0	0	0	1616200	0	0	0	0	0	0	0	0	0	0
"A0A060HFG1"	498290000	425510000	527930000	389980000	415100000	461960000	428780000	451660000	448610000	1.9e+09	599060000	945940000	1275700000	1641400000	1023300000	612100000	616190000	576860000	634380000	468550000	451510000	439980000	389460000	491170000	479360000	455510000	444130000	447920000	410910000	528340000	609440000	619590000	679430000	656840000	476370000	510060000	500190000	468760000	529500000	432590000	377060000	386500000	399840000	395780000
"A0A060HFG7"	0	0	0	0	0	0	0	0	4130000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5727000	0	0	0
"A0A060HFH4"	152140000	174780000	246400000	220100000	242670000	195450000	2.28e+08	232670000	233400000	134600000	233650000	210490000	121850000	150910000	136940000	177260000	239500000	221100000	179530000	227430000	194130000	223930000	229110000	211240000	202180000	227260000	219920000	223980000	197490000	272560000	249920000	194950000	252630000	263950000	266100000	250240000	283390000	224260000	298950000	226490000	188040000	225340000	224050000	198250000
"A0A060HFH9"	299750000	322160000	305210000	362980000	359450000	264300000	289440000	316970000	311300000	764140000	282880000	465290000	657790000	1103300000	393450000	330320000	192950000	393530000	235610000	198190000	294750000	290570000	319130000	232190000	342950000	277900000	379980000	322320000	337750000	527030000	426580000	496300000	476480000	379200000	245810000	236030000	280580000	209120000	159840000	194130000	235130000	285740000	229420000	212070000
"A0A060HFI7"	12789000	12378000	5436300	8713400	13059000	8368600	8093100	6748100	8192400	13521000	9972000	11154000	16874000	0	11855000	10652000	0	10148000	11737000	8731700	8716700	0	0	6695400	9402900	0	0	8949400	7583600	9071900	0	11138000	13289000	0	9387200	6232600	5842600	0	0	0	0	0	5088400	0
"A0A060HFI8"	468190000	344270000	259800000	462860000	435820000	345880000	425090000	447110000	437350000	336590000	565570000	359410000	409790000	390660000	504990000	485510000	428100000	541740000	486910000	483810000	409710000	529770000	447870000	478900000	415380000	446160000	454680000	463960000	523460000	658100000	525270000	440850000	489970000	562480000	667160000	575140000	634110000	479870000	353490000	424610000	381580000	481280000	512850000	411680000
"A0A060HFJ9"	39012000	56423000	76266000	76870000	64666000	54456000	54235000	40872000	31784000	70274000	40329000	91303000	58845000	52676000	67219000	65929000	32052000	58621000	55162000	51280000	70295000	36466000	42244000	36431000	38145000	34715000	49028000	40251000	35599000	56952000	64939000	64534000	32886000	52889000	46355000	55003000	44400000	36019000	63439000	31746000	29487000	38166000	23884000	28411000
"A0A060HFK5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098900	0	0	0
"A0A060HFL4"	60905000	44459000	35681000	49632000	46207000	45472000	46244000	45703000	55137000	80460000	64360000	35639000	58540000	63838000	57972000	40678000	57203000	54283000	66931000	53922000	56071000	66705000	56168000	60306000	46287000	54963000	62297000	66002000	57263000	53172000	43862000	38789000	49231000	49381000	56368000	54036000	62201000	52673000	49106000	47091000	44904000	38500000	57738000	48309000
